time,norm,mean_x,mean_y,mean_z,mean_r,kinetic_energy,potential_energy,total_energy,captured_probability,reflected_probability,transmitted_probability
0.33,0.9557257171087917,-23.405176521957937,1.5544031571649181e-15,1.3205019794506172e-15,23.75602682478331,0.3411167199240421,-0.046699512603063174,0.2944172073209789,1.473296311110478e-06,0.5236644179614363,0.43205982585104424
0.34,0.9552499961622928,-23.384533735821964,1.271334793904789e-15,1.3954177604117157e-15,23.735357183360065,0.3409136712297158,-0.04669757206806824,0.29421609916164754,1.5637911553299432e-06,0.5222809863407742,0.4329674460303633
0.35000000000000003,0.9547914328623611,-23.364434614528,1.490353158780662e-15,1.5812620638726689e-15,23.71523654465883,0.3407176771214358,-0.046696262443942864,0.29402141467749293,1.6567919097381061e-06,0.5209147781807784,0.4338749978896729
0.36,0.9543488587423974,-23.34484205219497,1.4991526241424213e-15,1.4887350518994693e-15,23.695627474892664,0.34052835874040416,-0.04669554209976946,0.2938328166406347,1.752270710434727e-06,0.5195646280110193,0.43478247846066786
0.37,0.9539211863896562,-23.32572151101548,1.612474921099015e-15,1.5339060084429077e-15,23.6764951311569,0.34034536015529365,-0.04669537230016844,0.2936499878551252,1.8501987022232233e-06,0.5182294513948853,0.4356898847960686
0.38,0.9535074037545803,-23.307040840185262,1.5182626474443098e-15,1.4715564488460782e-15,23.65780707876209,0.34016834677708385,-0.046695717002673665,0.2934726297744102,1.950546063653694e-06,0.5169082392476805,0.4365972139608363
0.39,0.9531065689089859,-23.28877010933458,1.2271707769387332e-15,1.3494081842685409e-15,23.63953312319317,0.3399970039128502,-0.046696542670841404,0.2933004612420088,2.053282031294943e-06,0.5156000526023661,0.4375044630245886
0.4,0.9527178052068715,-23.270881454929906,1.4301261528503078e-15,1.4394925312415316e-15,23.621645155150464,0.3398310354423235,-0.04669781810151709,0.29313321734080644,2.1583749233335007e-06,0.51430401777687,0.4384116290550783
0.41000000000000003,0.9523402968082093,-23.253348938337012,1.3707142309204003e-15,1.545226823667301e-15,23.604117007353107,0.33967016260337246,-0.046699514264902965,0.2929706483384695,2.265792162585339e-06,0.5130193219034457,0.439318709112601
0.42,0.9519732845315012,-23.23614841441957,1.4224689780939837e-15,1.2801988538257892e-15,23.586924321969565,0.3395141228745045,-0.04670160415625054,0.292812518718254,2.37550029899366e-06,0.5117452087859752,0.4402257002452273
0.43,0.9516160620053618,-23.21925740969859,1.316474334147652e-15,1.4314780026884771e-15,23.570044427692537,0.33936266894412465,-0.046704062658151635,0.292658606285973,2.487465031678687e-06,0.5104809750555755,0.44113259948475453
0.44,0.9512679720931231,-23.202655009223367,1.2737423862780068e-15,1.3612469980756657e-15,23.553456225601746,0.33921556775767425,-0.046706866412527116,0.2925087013451471,2.6016512305958694e-06,0.5092259665985921,0.4420394038433004
0.45,0.9509284035675712,-23.1863217514089,1.281318839782251e-15,1.2442242770196018e-15,23.537140083063388,0.33907259963494085,-0.046709993701516864,0.292362605933424,2.7180229578520874e-06,0.5079795752341614,0.442946110310452
0.46,0.9505967880155382,-23.17023953018222,1.3324894768631078e-15,1.2443546396152543e-15,23.52107773500289,0.33893355745081855,-0.04671342433656339,0.29222013311425515,2.8365434887225526e-06,0.5067412356211373,0.44385271585091224
0.47000000000000003,0.9502725969542838,-23.15439150385356,1.4039686857793635e-15,1.1200079154230726e-15,23.505252191962303,0.3387982458736418,-0.046717139555055825,0.29208110631858597,2.9571753324068597e-06,0.5055104223763724,0.4447592174025788
0.48,0.9499553391434793,-23.138762010190902,1.278406855340588e-15,1.0895996020400804e-15,23.489647654415787,0.3386664806559289,-0.046721121923965436,0.2919453587319635,3.0798802525559068e-06,0.5042866473882234,0.4456656118750035
0.49,0.9496445580782203,-23.123336487229103,1.365440262384658e-15,1.0058090805868536e-15,23.474249432871048,0.33853808797298546,-0.04672535524995861,0.2918127327230268,3.204619287599431e-06,0.5030694573107439,0.44657189614818893
0.5,0.9493398296498615,-23.10810139939097,1.50579800507846e-15,1.0690179309123119e-15,23.459043873329723,0.3384129038053367,-0.04672982449552053,0.29168307930981613,3.331352770897888e-06,0.5018584312254148,0.447478067071676
