momentum,time,norm,mean_x,mean_y,mean_z,mean_r,kinetic_energy,potential_energy,total_energy,captured_probability,reflected_probability,transmitted_probability
1.5,1.75,0.8599889544216831,-21.823303134789573,-3.775852405758116e-13,-3.762266652762742e-13,22.136907785887974,0.4470665874923057,-0.04014590683580799,0.4069206806564977,4.2679101316590475e-05,0.670688529989055,0.18925774533131157
2.5,1.75,0.9003556408958708,-21.98029504378083,-1.6400123204852354e-14,-1.6662694188725303e-14,22.31392407378232,0.052116609238795644,-0.04402183479251359,0.008094774446282052,1.244436151112059e-07,0.5699485471527314,0.33040696929952446
3.5,1.75,0.9250134225137909,-21.40484478927725,-2.8179424808440296e-13,-2.821208432031771e-13,21.77324728550708,0.472135366844489,-0.04858982704425815,0.42354553980023085,2.823609128266473e-05,0.41279849992465234,0.512186686497856
4.5,1.75,0.8735043920990009,-21.97216894857149,-1.8089753278298757e-14,-1.7341057387064906e-14,22.286208796692954,0.16613923802445948,-0.04116352931153828,0.12497570871292121,4.3714400769882355e-07,0.6422470975373776,0.23125685741761562
5.5,1.75,0.9184057478752343,-21.739755224709597,-1.7254301959027244e-14,-1.7579574185514463e-14,22.09093405415343,0.15456358431422065,-0.04664826853997702,0.10791531577424363,1.5067842155176794e-07,0.47343087470867634,0.4449747224881363
