absorber_strength,time,norm,mean_x,mean_y,mean_z,mean_r,kinetic_energy,potential_energy,total_energy,captured_probability,reflected_probability,transmitted_probability
10.0,1.75,0.9472943560038222,-22.55772367921881,-1.8956133693313957e-14,-1.903231882455034e-14,22.918134241842573,0.15875761984090173,-0.047841299378404374,0.11091632046249736,1.826943727241339e-08,0.5007089969166045,0.4465853408177805
25.0,1.75,0.9262575264376626,-21.943247855769133,-1.758054695731742e-14,-1.87457313103173e-14,22.29720970321758,0.1592602522006014,-0.047017415484486104,0.11224283671611529,8.234388890855186e-08,0.4786536589819099,0.44760378511186366
40.0,1.75,0.9187820437388903,-21.729606922911024,-1.83432659360533e-14,-1.7825841225665633e-14,22.081244843772232,0.16035760065602883,-0.04671808961870257,0.11363951103732625,1.5468253453847522e-07,0.4703765380360148,0.4484053510203408
55.0,1.75,0.9148297040277277,-21.61791899280359,-1.7652135132178586e-14,-1.7554056161799026e-14,21.96832180245971,0.16098443694615117,-0.04655814926734013,0.11442628767881104,2.1635545772555013e-07,0.4658457902500948,0.448983697422175
70.0,1.75,0.9122276553568653,-21.544502686453537,-1.7745734341205614e-14,-1.7961870899139634e-14,21.89409301241012,0.16124521697095998,-0.04645274572006954,0.11479247125089043,2.6379622971341286e-07,0.4628215033293888,0.44940588823124694
