schwarzschild_radius,time,norm,mean_x,mean_y,mean_z,mean_r,kinetic_energy,potential_energy,total_energy,captured_probability,reflected_probability,transmitted_probability
2.0,1.75,0.9187793326175,-21.730131709352182,-1.8358925759134223e-14,-1.7135797169228173e-14,22.081778761082234,0.1600074554000459,-0.04233120970342381,0.1176762456966221,4.0300781968105796e-08,0.4704605997607463,0.4483186925559718
3.0,1.75,0.9187806125152973,-21.729889927562265,-1.7260436660635558e-14,-1.7744712333628e-14,22.08153276869936,0.16016919913498442,-0.04441429694711939,0.11575490218786504,9.08825858659701e-08,0.47042149677636513,0.4483590248563463
4.0,1.75,0.9187820437388903,-21.729606922911024,-1.83432659360533e-14,-1.7825841225665633e-14,22.081244843772232,0.16035760065602883,-0.04671808961870257,0.11363951103732625,1.5468253453847522e-07,0.4703765380360148,0.4484053510203408
5.0,1.75,0.9187836524705263,-21.72927407736543,-1.813201073652767e-14,-1.8106528000802342e-14,22.080906074356065,0.16057912310382694,-0.04928078041345158,0.11129834269037536,2.2065538016562736e-07,0.47032472300871736,0.44845870880642874
6.0,1.75,0.9187854693720927,-21.728876618055683,-1.6958156531045424e-14,-1.8322012392511317e-14,22.08050164309431,0.16084227173008997,-0.052150204865128356,0.1086920668649616,2.7663606875999253e-07,0.47026429031117395,0.4485209024248498
