schwarzschild_radius,time,norm,mean_x,mean_y,mean_z,mean_r,kinetic_energy,potential_energy,total_energy,captured_probability,reflected_probability,transmitted_probability
3.0,0.6,0.9294273767353028,-22.563586597273485,-5.730656391661942e-15,-5.3050763861585105e-15,22.90748574587458,0.15577457493968752,-0.043626359967241665,0.11214821497244586,4.657598373668411e-09,0.5583943673196814,0.371033004758023
4.0,0.6,0.9294276339185643,-22.56355650261764,-5.6243131688908335e-15,-6.046282062865584e-15,22.907455128582203,0.1558363996857001,-0.04581719633608057,0.11001920334961952,7.191620575120313e-09,0.5583892858786325,0.3710383408483111
5.0,0.6,0.9294279231393483,-22.56352097842393,-6.0603671884672685e-15,-5.7414491648621036e-15,22.90741898686665,0.1559087653548098,-0.04824538143712008,0.10766338391768972,1.0508016615548512e-08,0.5583833917062473,0.37104452092508466
