packet_width,time,norm,mean_x,mean_y,mean_z,mean_r,kinetic_energy,potential_energy,total_energy,captured_probability,reflected_probability,transmitted_probability
2.0,0.6,0.9860967853983054,-24.29344729689831,-2.2754095188888773e-12,-2.2759962217534993e-12,24.454365084650888,0.21401579213961536,-0.04783055309167986,0.1661852390479355,1.8831173543776578e-07,0.6833210305291783,0.30277556655739185
3.0,0.6,0.9294276339185643,-22.56355650261764,-5.6243131688908335e-15,-6.046282062865584e-15,22.907455128582203,0.1558363996857001,-0.04581719633608057,0.11001920334961952,7.191620575120313e-09,0.5583892858786325,0.3710383408483111
4.0,0.6,0.8674904855328803,-20.587258763406037,-7.585077053627287e-15,-7.973101046847811e-15,21.16772384301259,0.13028659369189607,-0.04380521983172163,0.08648137386017445,1.112385556956657e-07,0.4638641465051857,0.4036262277891388
